reTau,imTau,coneDeficit,margin
0,3.697427,7.10543e-15,0.000599336
0,2.836848,1.77636e-15,0.00256898
0,1.588443,1.77636e-15,0.00273944
0,4.698589,1.77636e-15,0.00104721
0,3.642855,4.44089e-15,0.00174085
0,7.771492,4.44089e-15,0.00130553
0,1.730528,1.77636e-15,0.00243837
0,2.319014,2.66454e-15,0.00344173
0,1.820071,5.32907e-15,0.00197796
0,4.680893,5.43565e-13,0.00176930
0,1.928317,9.85878e-14,0.00207458
0,1.010142,5.32907e-15,0.000146161
0,6.312787,7.10543e-15,0.00148282
0,1.015439,1.86517e-13,0.000621815
0,6.171102,6.21725e-15,0.000580782
0,1.051609,2.75335e-14,0.000451480
0,1.02092,5.32907e-15,0.000368710
0,3.94685,2.66454e-15,0.00221026
0,1.013158,2.22045e-14,0.000381379
0,2.053399,3.55271e-15,0.00345351
0,11.84843,1.77636e-14,0.000684603
0,1.012761,1.77636e-15,0.000192193
0,1.018649,5.15143e-14,0.00159729
0,11.86527,7.10543e-15,0.000511792
0,1.014283,2.10498e-13,0.000734457
0,1.741939,1.68754e-14,0.00358540
0,1.010408,1.77636e-15,0.0000672853
0,17.94072,1.95399e-14,0.000130480
0,3.060964,3.55271e-15,0.00287017
0,1.018844,2.75335e-14,0.000609492
0,4.490078,5.32907e-15,0.000349414
0,3.317703,4.81393e-13,0.00298067
0,1.893088,3.55271e-15,0.00265364
0,1.012088,8.88178e-16,0.00124404
0,4.612373,5.32907e-15,0.000819875
0,1.034413,1.33227e-14,0.000455134
0,1.013254,4.44089e-15,0.000496884
0,1.012833,8.08242e-14,0.00148672
0,1.013448,2.66454e-15,0.000479960
0,5.682268,1.68754e-14,0.00117448
0,1.825331,2.66454e-15,0.0000658279
0,0.9957816,5.32907e-15,0.000737764
0,2.882288,5.32907e-15,0.000322797
0,9.856803,1.06581e-14,0.00128064
0,2.168359,6.21725e-15,0.00231354
0,1.014361,1.50990e-14,0.00100426
0,5.606881,7.99361e-15,0.00248726
0,4.220085,6.21725e-15,0.000642866
0,1.019944,2.66454e-15,0.00164246
0,6.063502,2.68230e-13,0.00134626
0,3.060614,7.10543e-15,0.00153155
0,1.007167,5.40901e-13,0.000201141
0,1.051968,3.55271e-15,0.000623270
0,0.999467,2.66454e-15,0.000235106
0,5.440774,1.06581e-14,0.000834478
0,5.372278,1.42109e-14,0.00130892
0,3.618965,3.55271e-15,0.00260021
0,6.530089,6.21725e-15,0.000778347
0,1.020643,5.32907e-15,0.000502697
0,3.556946,3.93463e-13,0.00245762
0,7.577491,3.39284e-13,0.000206134
0,1.480067,2.66454e-15,0.00273422
0,2.915764,3.55271e-15,0.000717037
0,8.572032,7.99361e-15,0.0000853557
0,4.896383,2.84217e-14,0.00269947
0,1.839505,4.97380e-14,0.000427009
0,2.777853,8.88178e-15,0.00132266
